trackID,genre,genre_le
3514,dance and electronica,1
4222,classic pop and rock,0
512,soul and reggae,7
5131,punk,6
5109,classic pop and rock,0
5431,dance and electronica,1
2845,punk,6
6734,classic pop and rock,0
6571,folk,2
4174,folk,2
671,classic pop and rock,0
8249,classic pop and rock,0
804,soul and reggae,7
2358,metal,4
856,soul and reggae,7
881,punk,6
2910,folk,2
952,folk,2
4687,pop,5
4721,metal,4
5982,metal,4
6332,metal,4
3677,folk,2
903,soul and reggae,7
8229,soul and reggae,7
3002,classic pop and rock,0
8038,soul and reggae,7
5575,soul and reggae,7
799,punk,6
4888,classic pop and rock,0
5390,classic pop and rock,0
1508,folk,2
4337,dance and electronica,1
1918,soul and reggae,7
4344,folk,2
874,soul and reggae,7
3057,classic pop and rock,0
2779,folk,2
4646,classic pop and rock,0
5107,dance and electronica,1
4237,classic pop and rock,0
5686,classic pop and rock,0
6684,dance and electronica,1
6135,punk,6
7559,pop,5
6856,jazz and blues,3
5788,classic pop and rock,0
4704,jazz and blues,3
467,pop,5
8109,metal,4
6302,classic pop and rock,0
1122,punk,6
8022,metal,4
6483,classic pop and rock,0
1038,metal,4
8471,punk,6
3895,classic pop and rock,0
4613,metal,4
1189,classic pop and rock,0
1678,metal,4
1109,soul and reggae,7
1878,classic pop and rock,0
7768,punk,6
3598,soul and reggae,7
539,classic pop and rock,0
871,jazz and blues,3
4529,punk,6
7620,metal,4
6644,soul and reggae,7
5132,classic pop and rock,0
2789,soul and reggae,7
2842,dance and electronica,1
6724,classic pop and rock,0
7475,soul and reggae,7
8364,classic pop and rock,0
304,punk,6
626,soul and reggae,7
172,metal,4
6466,classic pop and rock,0
5957,folk,2
6265,folk,2
5412,folk,2
4240,folk,2
975,punk,6
5007,soul and reggae,7
4760,folk,2
1928,folk,2
3388,classic pop and rock,0
85,metal,4
4430,punk,6
1429,jazz and blues,3
5505,jazz and blues,3
3943,dance and electronica,1
4952,folk,2
2131,punk,6
7321,soul and reggae,7
8144,punk,6
7501,pop,5
1664,dance and electronica,1
3527,dance and electronica,1
1138,folk,2
8266,folk,2
3739,jazz and blues,3
3441,metal,4
5663,folk,2
4012,classic pop and rock,0
3759,punk,6
7130,metal,4
6021,metal,4
6393,metal,4
4943,classic pop and rock,0
3853,folk,2
474,pop,5
4609,punk,6
1360,pop,5
7043,punk,6
2807,folk,2
4105,classic pop and rock,0
3712,folk,2
7659,classic pop and rock,0
7377,soul and reggae,7
857,classic pop and rock,0
3791,classic pop and rock,0
7599,classic pop and rock,0
3517,dance and electronica,1
7519,folk,2
434,metal,4
7901,jazz and blues,3
8072,dance and electronica,1
6575,classic pop and rock,0
4196,classic pop and rock,0
1847,pop,5
5503,punk,6
336,folk,2
5565,pop,5
6190,folk,2
7773,folk,2
3167,metal,4
4308,soul and reggae,7
7612,pop,5
6902,folk,2
287,folk,2
4874,soul and reggae,7
4254,folk,2
6870,metal,4
1199,folk,2
110,dance and electronica,1
3698,metal,4
1144,punk,6
4236,folk,2
571,folk,2
8383,folk,2
4499,pop,5
2241,classic pop and rock,0
1465,jazz and blues,3
731,pop,5
5060,jazz and blues,3
7972,punk,6
1841,soul and reggae,7
1963,classic pop and rock,0
1326,classic pop and rock,0
6480,punk,6
2991,folk,2
268,classic pop and rock,0
369,punk,6
7530,metal,4
1564,metal,4
6660,dance and electronica,1
5238,folk,2
4299,jazz and blues,3
1045,dance and electronica,1
5504,classic pop and rock,0
4145,folk,2
3127,classic pop and rock,0
7743,folk,2
4075,classic pop and rock,0
4350,punk,6
1914,classic pop and rock,0
3984,classic pop and rock,0
5147,punk,6
8026,soul and reggae,7
1129,classic pop and rock,0
7562,dance and electronica,1
4048,folk,2
3273,folk,2
2713,classic pop and rock,0
6310,pop,5
1102,punk,6
7531,metal,4
7691,folk,2
7542,punk,6
1752,punk,6
4989,metal,4
3864,folk,2
3604,folk,2
5053,soul and reggae,7
5812,pop,5
2011,classic pop and rock,0
396,folk,2
612,pop,5
1412,soul and reggae,7
3717,punk,6
255,jazz and blues,3
60,jazz and blues,3
78,pop,5
1164,soul and reggae,7
8181,classic pop and rock,0
4654,metal,4
3368,soul and reggae,7
6822,punk,6
2647,soul and reggae,7
5751,punk,6
1993,folk,2
3560,punk,6
5793,pop,5
5526,punk,6
7861,classic pop and rock,0
5478,metal,4
4194,soul and reggae,7
2300,metal,4
1755,pop,5
3557,folk,2
2519,classic pop and rock,0
629,folk,2
4035,pop,5
201,metal,4
148,metal,4
5600,metal,4
6965,folk,2
7510,metal,4
1257,classic pop and rock,0
733,metal,4
2571,classic pop and rock,0
2260,dance and electronica,1
7419,classic pop and rock,0
7676,folk,2
3412,soul and reggae,7
327,folk,2
187,dance and electronica,1
5369,metal,4
2733,folk,2
234,metal,4
4637,jazz and blues,3
7943,metal,4
1197,soul and reggae,7
4163,dance and electronica,1
4605,dance and electronica,1
1828,dance and electronica,1
2266,classic pop and rock,0
5757,metal,4
1760,punk,6
6186,punk,6
2841,classic pop and rock,0
7394,metal,4
2101,classic pop and rock,0
3734,soul and reggae,7
6177,classic pop and rock,0
7870,metal,4
4468,classic pop and rock,0
2744,pop,5
7384,classic pop and rock,0
2469,metal,4
6333,classic pop and rock,0
2832,metal,4
7017,metal,4
712,pop,5
1419,classic pop and rock,0
6013,metal,4
1894,folk,2
6872,soul and reggae,7
4439,classic pop and rock,0
272,folk,2
1065,soul and reggae,7
2359,metal,4
625,metal,4
216,soul and reggae,7
8406,punk,6
5943,metal,4
7058,punk,6
978,classic pop and rock,0
7699,punk,6
3752,punk,6
5700,metal,4
2432,soul and reggae,7
4992,classic pop and rock,0
1168,classic pop and rock,0
4806,folk,2
6894,punk,6
2458,classic pop and rock,0
4291,metal,4
5655,punk,6
1758,soul and reggae,7
1088,classic pop and rock,0
6805,folk,2
2067,metal,4
8318,punk,6
5068,pop,5
170,soul and reggae,7
7753,folk,2
6161,punk,6
8220,folk,2
7324,metal,4
4686,dance and electronica,1
1592,soul and reggae,7
7841,dance and electronica,1
6126,punk,6
3816,folk,2
4956,jazz and blues,3
1682,classic pop and rock,0
5801,punk,6
4511,metal,4
6094,classic pop and rock,0
5350,folk,2
4853,pop,5
5607,classic pop and rock,0
2045,pop,5
4836,metal,4
5076,classic pop and rock,0
5465,jazz and blues,3
3184,folk,2
7214,folk,2
7846,punk,6
2851,soul and reggae,7
3773,folk,2
1207,punk,6
349,folk,2
4042,metal,4
6278,metal,4
1117,punk,6
8458,classic pop and rock,0
2725,folk,2
6068,classic pop and rock,0
8159,jazz and blues,3
6260,jazz and blues,3
3873,metal,4
7772,classic pop and rock,0
2468,classic pop and rock,0
1053,dance and electronica,1
6962,soul and reggae,7
5055,folk,2
2151,metal,4
6292,punk,6
6517,soul and reggae,7
4305,jazz and blues,3
6564,metal,4
1259,metal,4
2465,soul and reggae,7
4186,dance and electronica,1
5451,classic pop and rock,0
207,classic pop and rock,0
8427,soul and reggae,7
6149,classic pop and rock,0
842,pop,5
4277,folk,2
3180,folk,2
4371,classic pop and rock,0
6723,soul and reggae,7
588,metal,4
8233,classic pop and rock,0
1003,pop,5
7852,folk,2
7979,punk,6
3450,soul and reggae,7
1203,metal,4
3420,folk,2
1373,folk,2
4575,metal,4
5807,folk,2
8205,pop,5
2957,classic pop and rock,0
3066,folk,2
1919,folk,2
1506,punk,6
8047,jazz and blues,3
6449,classic pop and rock,0
3003,punk,6
7189,dance and electronica,1
3872,folk,2
2643,soul and reggae,7
6521,soul and reggae,7
1885,metal,4
6014,punk,6
7050,punk,6
399,metal,4
2697,punk,6
6178,pop,5
6719,soul and reggae,7
8501,folk,2
1021,metal,4
5792,folk,2
8288,metal,4
6476,folk,2
3424,soul and reggae,7
2455,punk,6
3491,folk,2
5796,metal,4
97,pop,5
4202,folk,2
3680,folk,2
4419,folk,2
7170,folk,2
4676,dance and electronica,1
7110,classic pop and rock,0
3314,classic pop and rock,0
438,folk,2
497,classic pop and rock,0
1544,folk,2
4938,metal,4
7597,classic pop and rock,0
1295,classic pop and rock,0
14,folk,2
6617,metal,4
2281,classic pop and rock,0
5056,metal,4
366,folk,2
3086,classic pop and rock,0
5654,folk,2
3781,metal,4
2911,soul and reggae,7
2171,dance and electronica,1
7805,folk,2
4516,classic pop and rock,0
4117,folk,2
6691,folk,2
4009,punk,6
5634,folk,2
8052,jazz and blues,3
825,classic pop and rock,0
4887,classic pop and rock,0
5568,folk,2
2973,punk,6
6083,folk,2
2724,folk,2
5661,folk,2
8359,folk,2
4167,folk,2
715,metal,4
2667,jazz and blues,3
1674,punk,6
6359,punk,6
7493,folk,2
4313,soul and reggae,7
5036,folk,2
3566,pop,5
5887,folk,2
1241,folk,2
4169,dance and electronica,1
1532,dance and electronica,1
4706,folk,2
1394,metal,4
589,folk,2
3068,folk,2
4007,dance and electronica,1
6958,punk,6
1468,punk,6
2438,classic pop and rock,0
3652,punk,6
4540,folk,2
3713,soul and reggae,7
3324,pop,5
1011,folk,2
6256,punk,6
1991,dance and electronica,1
2178,punk,6
4655,metal,4
1556,classic pop and rock,0
266,folk,2
4656,metal,4
301,folk,2
1824,soul and reggae,7
1815,classic pop and rock,0
4783,soul and reggae,7
4459,metal,4
4929,metal,4
5608,pop,5
3596,soul and reggae,7
8099,punk,6
1200,folk,2
4107,punk,6
614,soul and reggae,7
2442,punk,6
853,folk,2
7631,classic pop and rock,0
6890,soul and reggae,7
8098,classic pop and rock,0
2102,classic pop and rock,0
4734,classic pop and rock,0
1485,folk,2
7930,folk,2
7838,metal,4
4192,soul and reggae,7
865,folk,2
6436,metal,4
360,classic pop and rock,0
8302,classic pop and rock,0
7596,pop,5
583,punk,6
4210,folk,2
8215,classic pop and rock,0
1218,dance and electronica,1
1843,folk,2
3272,pop,5
1700,punk,6
1574,soul and reggae,7
5248,classic pop and rock,0
666,folk,2
1156,dance and electronica,1
1358,folk,2
5880,punk,6
6411,punk,6
3529,punk,6
763,folk,2
7907,folk,2
5088,classic pop and rock,0
5023,pop,5
4039,punk,6
838,metal,4
6334,classic pop and rock,0
5411,classic pop and rock,0
1142,folk,2
5473,jazz and blues,3
3221,classic pop and rock,0
6592,classic pop and rock,0
3231,dance and electronica,1
4281,folk,2
5137,folk,2
2609,punk,6
7967,soul and reggae,7
7616,metal,4
3025,pop,5
1638,folk,2
7794,classic pop and rock,0
4724,classic pop and rock,0
5752,metal,4
994,folk,2
1555,pop,5
1596,metal,4
7064,metal,4
879,folk,2
2088,pop,5
7814,folk,2
3436,classic pop and rock,0
3905,classic pop and rock,0
6116,folk,2
4369,punk,6
8496,metal,4
7693,folk,2
232,metal,4
1566,pop,5
3283,metal,4
902,classic pop and rock,0
1535,classic pop and rock,0
484,pop,5
2644,folk,2
1420,classic pop and rock,0
4120,soul and reggae,7
1220,pop,5
6132,metal,4
384,pop,5
4933,folk,2
7123,soul and reggae,7
3365,folk,2
6499,folk,2
1510,metal,4
3117,soul and reggae,7
4314,jazz and blues,3
7610,metal,4
1781,classic pop and rock,0
5973,classic pop and rock,0
5972,folk,2
9,pop,5
2351,classic pop and rock,0
7600,metal,4
7452,metal,4
4115,dance and electronica,1
675,classic pop and rock,0
3157,pop,5
6807,soul and reggae,7
2718,folk,2
695,soul and reggae,7
3125,metal,4
7245,classic pop and rock,0
3811,folk,2
6582,metal,4
2212,dance and electronica,1
370,folk,2
8550,punk,6
1278,jazz and blues,3
6320,pop,5
5844,punk,6
973,soul and reggae,7
8169,folk,2
4790,soul and reggae,7
7677,folk,2
7924,soul and reggae,7
1025,folk,2
6112,classic pop and rock,0
5306,pop,5
5674,classic pop and rock,0
2179,dance and electronica,1
7830,soul and reggae,7
5194,classic pop and rock,0
775,metal,4
2913,folk,2
7385,pop,5
7627,folk,2
5370,folk,2
4538,folk,2
3900,folk,2
3235,dance and electronica,1
6837,classic pop and rock,0
3064,folk,2
4950,classic pop and rock,0
5224,metal,4
4364,jazz and blues,3
1803,dance and electronica,1
2219,classic pop and rock,0
6128,classic pop and rock,0
1983,jazz and blues,3
5576,folk,2
5278,classic pop and rock,0
1522,metal,4
5155,soul and reggae,7
2208,pop,5
123,folk,2
6981,metal,4
5914,folk,2
3689,folk,2
6897,punk,6
7079,metal,4
7700,folk,2
5041,classic pop and rock,0
7417,soul and reggae,7
8105,folk,2
2526,dance and electronica,1
6464,folk,2
7344,punk,6
7968,classic pop and rock,0
3202,classic pop and rock,0
3444,punk,6
6629,dance and electronica,1
4912,classic pop and rock,0
4158,folk,2
5467,metal,4
1584,pop,5
8192,metal,4
2381,metal,4
6072,classic pop and rock,0
1337,folk,2
6550,folk,2
787,classic pop and rock,0
4307,classic pop and rock,0
6138,folk,2
5584,classic pop and rock,0
5449,soul and reggae,7
6677,classic pop and rock,0
2527,jazz and blues,3
4324,soul and reggae,7
4212,classic pop and rock,0
3488,soul and reggae,7
1437,soul and reggae,7
1311,dance and electronica,1
895,soul and reggae,7
8305,soul and reggae,7
1870,metal,4
4658,punk,6
5354,classic pop and rock,0
104,soul and reggae,7
1630,soul and reggae,7
7909,soul and reggae,7
6047,punk,6
8523,metal,4
8009,metal,4
993,jazz and blues,3
5050,dance and electronica,1
4669,classic pop and rock,0
3498,classic pop and rock,0
5695,pop,5
3846,metal,4
4057,punk,6
6066,soul and reggae,7
4436,classic pop and rock,0
2730,classic pop and rock,0
5491,metal,4
7694,classic pop and rock,0
4101,dance and electronica,1
7227,dance and electronica,1
1214,punk,6
6200,soul and reggae,7
479,folk,2
8027,pop,5
3925,dance and electronica,1
5520,classic pop and rock,0
7428,metal,4
8521,soul and reggae,7
7456,classic pop and rock,0
1127,punk,6
2698,metal,4
8293,punk,6
5601,folk,2
4476,pop,5
8138,classic pop and rock,0
2890,soul and reggae,7
7278,pop,5
2573,folk,2
4261,punk,6
4343,classic pop and rock,0
1145,folk,2
1713,dance and electronica,1
3457,pop,5
8484,metal,4
876,classic pop and rock,0
6566,soul and reggae,7
5646,classic pop and rock,0
4909,metal,4
2873,classic pop and rock,0
4831,punk,6
509,jazz and blues,3
3217,soul and reggae,7
6555,soul and reggae,7
4044,folk,2
6487,metal,4
4610,metal,4
5480,metal,4
3063,pop,5
6818,metal,4
7657,classic pop and rock,0
1816,punk,6
7350,dance and electronica,1
489,soul and reggae,7
2511,soul and reggae,7
1096,punk,6
118,metal,4
4959,metal,4
2866,punk,6
464,soul and reggae,7
6009,soul and reggae,7
4243,soul and reggae,7
8499,folk,2
7168,classic pop and rock,0
2237,punk,6
3804,classic pop and rock,0
3525,classic pop and rock,0
254,metal,4
4008,soul and reggae,7
1859,metal,4
2768,folk,2
1105,folk,2
1198,classic pop and rock,0
5768,metal,4
7860,soul and reggae,7
1625,pop,5
6059,dance and electronica,1
442,pop,5
5638,folk,2
25,metal,4
2795,pop,5
6057,folk,2
4527,dance and electronica,1
764,pop,5
8079,pop,5
5902,folk,2
1874,classic pop and rock,0
2146,folk,2
1454,pop,5
5692,classic pop and rock,0
1009,folk,2
3448,soul and reggae,7
5299,soul and reggae,7
5099,dance and electronica,1
4777,metal,4
5593,classic pop and rock,0
647,pop,5
7197,folk,2
5425,folk,2
4144,metal,4
2110,folk,2
4375,folk,2
1978,folk,2
3541,soul and reggae,7
4019,folk,2
8299,metal,4
1651,classic pop and rock,0
7795,pop,5
8543,classic pop and rock,0
4891,folk,2
1248,punk,6
8505,punk,6
8223,classic pop and rock,0
6510,metal,4
5332,folk,2
5226,classic pop and rock,0
7503,folk,2
732,soul and reggae,7
6584,folk,2
68,soul and reggae,7
3510,classic pop and rock,0
2035,punk,6
6205,folk,2
2615,classic pop and rock,0
6715,pop,5
5351,pop,5
1640,dance and electronica,1
4232,folk,2
6371,folk,2
7592,classic pop and rock,0
5422,classic pop and rock,0
2491,pop,5
2198,folk,2
982,classic pop and rock,0
2897,classic pop and rock,0
3246,metal,4
1986,dance and electronica,1
8361,folk,2
3410,punk,6
7280,soul and reggae,7
5257,metal,4
1410,classic pop and rock,0
4984,classic pop and rock,0
3573,metal,4
4010,metal,4
2777,soul and reggae,7
7322,soul and reggae,7
941,soul and reggae,7
2709,metal,4
209,metal,4
3829,classic pop and rock,0
7521,folk,2
1861,metal,4
6029,classic pop and rock,0
3466,dance and electronica,1
2388,soul and reggae,7
6945,soul and reggae,7
2515,folk,2
6514,soul and reggae,7
6914,folk,2
7856,soul and reggae,7
5749,classic pop and rock,0
6909,pop,5
1056,metal,4
3898,folk,2
811,punk,6
4093,metal,4
6331,pop,5
1972,pop,5
766,classic pop and rock,0
2263,classic pop and rock,0
4634,folk,2
211,pop,5
7398,punk,6
3039,classic pop and rock,0
1205,pop,5
3134,folk,2
1092,folk,2
5118,folk,2
850,folk,2
5980,folk,2
6095,classic pop and rock,0
3014,classic pop and rock,0
4374,folk,2
4024,classic pop and rock,0
5252,soul and reggae,7
992,punk,6
6698,punk,6
7553,soul and reggae,7
3841,folk,2
5262,jazz and blues,3
2822,punk,6
7231,jazz and blues,3
7228,classic pop and rock,0
4309,metal,4
1209,folk,2
7143,classic pop and rock,0
6335,soul and reggae,7
8472,classic pop and rock,0
6275,classic pop and rock,0
116,soul and reggae,7
5767,pop,5
2003,folk,2
3837,jazz and blues,3
488,punk,6
8419,folk,2
2745,folk,2
6221,pop,5
4228,classic pop and rock,0
8400,folk,2
6269,metal,4
5405,pop,5
1806,classic pop and rock,0
2516,folk,2
1904,classic pop and rock,0
6485,pop,5
3756,soul and reggae,7
7873,jazz and blues,3
2972,classic pop and rock,0
213,classic pop and rock,0
6955,folk,2
2967,folk,2
1999,folk,2
5459,soul and reggae,7
2674,soul and reggae,7
2874,folk,2
5047,folk,2
6851,dance and electronica,1
5033,soul and reggae,7
2439,punk,6
576,folk,2
1072,metal,4
3152,folk,2
4037,folk,2
3646,dance and electronica,1
4780,metal,4
7786,metal,4
5625,folk,2
1793,dance and electronica,1
2618,classic pop and rock,0
2836,classic pop and rock,0
5963,classic pop and rock,0
469,folk,2
3291,folk,2
7191,metal,4
367,soul and reggae,7
7502,pop,5
2401,soul and reggae,7
379,folk,2
2577,metal,4
3225,classic pop and rock,0
2532,classic pop and rock,0
4821,dance and electronica,1
3745,metal,4
2344,soul and reggae,7
1402,folk,2
4822,classic pop and rock,0
1383,punk,6
8050,classic pop and rock,0
374,metal,4
7186,metal,4
2114,soul and reggae,7
1137,metal,4
3672,folk,2
4280,metal,4
1041,folk,2
6196,pop,5
7030,metal,4
3411,punk,6
5205,jazz and blues,3
7857,classic pop and rock,0
4473,dance and electronica,1
5710,jazz and blues,3
8270,classic pop and rock,0
4911,soul and reggae,7
4181,metal,4
5417,folk,2
3096,classic pop and rock,0
5160,soul and reggae,7
7498,metal,4
4890,soul and reggae,7
933,punk,6
5371,punk,6
5074,metal,4
1111,punk,6
4036,punk,6
3569,dance and electronica,1
6933,classic pop and rock,0
2802,soul and reggae,7
3289,classic pop and rock,0
3042,classic pop and rock,0
1390,soul and reggae,7
532,folk,2
7520,soul and reggae,7
2522,metal,4
6651,dance and electronica,1
5339,pop,5
8362,folk,2
2518,metal,4
7138,folk,2
7400,classic pop and rock,0
3258,dance and electronica,1
3840,classic pop and rock,0
4659,metal,4
5293,classic pop and rock,0
3635,punk,6
407,soul and reggae,7
1239,folk,2
4051,jazz and blues,3
1343,soul and reggae,7
3555,metal,4
3766,folk,2
5785,dance and electronica,1
6086,folk,2
8413,metal,4
7633,folk,2
6214,classic pop and rock,0
5181,folk,2
8168,classic pop and rock,0
6533,pop,5
2326,pop,5
4164,folk,2
3794,metal,4
3916,classic pop and rock,0
7525,soul and reggae,7
8246,jazz and blues,3
4541,metal,4
5605,metal,4
8404,classic pop and rock,0
5878,classic pop and rock,0
2174,punk,6
6038,dance and electronica,1
7375,dance and electronica,1
1729,classic pop and rock,0
7655,punk,6
2461,metal,4
1500,punk,6
3800,pop,5
3659,classic pop and rock,0
4595,folk,2
1974,punk,6
6966,soul and reggae,7
3342,classic pop and rock,0
5261,punk,6
5723,dance and electronica,1
5929,folk,2
2701,classic pop and rock,0
8208,metal,4
2812,classic pop and rock,0
8216,dance and electronica,1
3372,pop,5
1903,folk,2
11,soul and reggae,7
2253,folk,2
5794,folk,2
1575,soul and reggae,7
546,folk,2
5343,classic pop and rock,0
2702,jazz and blues,3
2722,soul and reggae,7
5348,jazz and blues,3
7987,pop,5
8011,classic pop and rock,0
2801,classic pop and rock,0
6883,punk,6
8340,classic pop and rock,0
1525,folk,2
7424,punk,6
2482,pop,5
4026,folk,2
114,metal,4
5865,pop,5
997,classic pop and rock,0
1864,classic pop and rock,0
6428,classic pop and rock,0
4017,soul and reggae,7
8130,punk,6
7378,folk,2
3166,punk,6
7556,soul and reggae,7
3746,classic pop and rock,0
8332,soul and reggae,7
6283,dance and electronica,1
6167,soul and reggae,7
4556,pop,5
2550,folk,2
5315,folk,2
1233,soul and reggae,7
5903,dance and electronica,1
3830,punk,6
297,dance and electronica,1
7580,soul and reggae,7
8349,soul and reggae,7
4927,soul and reggae,7
3144,dance and electronica,1
10,classic pop and rock,0
6105,folk,2
5721,classic pop and rock,0
3509,classic pop and rock,0
4837,folk,2
4779,folk,2
6011,pop,5
3835,folk,2
5341,pop,5
2429,metal,4
4420,soul and reggae,7
1085,classic pop and rock,0
4593,classic pop and rock,0
3216,metal,4
2161,folk,2
6439,soul and reggae,7
7261,folk,2
1322,soul and reggae,7
4643,jazz and blues,3
4974,metal,4
69,pop,5
1388,punk,6
2617,classic pop and rock,0
5220,classic pop and rock,0
3693,classic pop and rock,0
6923,folk,2
1995,classic pop and rock,0
1786,punk,6
3337,soul and reggae,7
5808,pop,5
2278,dance and electronica,1
1488,jazz and blues,3
1446,folk,2
1714,folk,2
5140,classic pop and rock,0
3805,metal,4
3761,punk,6
1933,pop,5
3842,dance and electronica,1
3883,folk,2
1845,jazz and blues,3
392,punk,6
1905,classic pop and rock,0
6530,classic pop and rock,0
3901,classic pop and rock,0
5841,metal,4
2672,soul and reggae,7
1626,punk,6
3779,classic pop and rock,0
7233,folk,2
1545,pop,5
6010,punk,6
4867,metal,4
5377,metal,4
7788,metal,4
1724,soul and reggae,7
1770,punk,6
3422,pop,5
5918,classic pop and rock,0
4772,folk,2
8164,pop,5
6092,dance and electronica,1
5962,folk,2
6245,classic pop and rock,0
3330,classic pop and rock,0
6919,pop,5
7380,pop,5
1321,soul and reggae,7
4849,classic pop and rock,0
1344,pop,5
5876,soul and reggae,7
6760,jazz and blues,3
5770,classic pop and rock,0
7129,pop,5
1521,soul and reggae,7
8448,folk,2
2202,punk,6
4902,soul and reggae,7
3262,soul and reggae,7
4514,classic pop and rock,0
986,folk,2
4798,soul and reggae,7
1965,punk,6
3940,classic pop and rock,0
1829,dance and electronica,1
7656,pop,5
8536,folk,2
8429,classic pop and rock,0
4190,punk,6
6208,pop,5
6800,soul and reggae,7
7115,metal,4
6486,metal,4
1455,classic pop and rock,0
6188,classic pop and rock,0
6861,metal,4
5229,classic pop and rock,0
4606,soul and reggae,7
558,soul and reggae,7
5545,jazz and blues,3
8533,folk,2
7313,folk,2
8176,metal,4
7980,soul and reggae,7
3065,punk,6
5326,soul and reggae,7
1397,soul and reggae,7
7462,jazz and blues,3
3263,soul and reggae,7
414,metal,4
8281,metal,4
2966,classic pop and rock,0
956,classic pop and rock,0
7963,dance and electronica,1
8211,pop,5
4217,classic pop and rock,0
5156,metal,4
5759,folk,2
3393,classic pop and rock,0
824,classic pop and rock,0
4835,dance and electronica,1
1387,classic pop and rock,0
1472,folk,2
644,soul and reggae,7
270,folk,2
582,punk,6
8064,metal,4
8494,punk,6
1116,soul and reggae,7
1300,soul and reggae,7
4919,classic pop and rock,0
1921,soul and reggae,7
4157,classic pop and rock,0
4982,metal,4
7563,soul and reggae,7
2572,folk,2
7162,punk,6
5822,dance and electronica,1
5211,pop,5
1158,folk,2
4394,dance and electronica,1
1470,folk,2
5014,soul and reggae,7
2420,soul and reggae,7
8507,dance and electronica,1
706,soul and reggae,7
7775,metal,4
8502,metal,4
6427,soul and reggae,7
5373,folk,2
2739,folk,2
476,classic pop and rock,0
8080,metal,4
2277,soul and reggae,7
7224,soul and reggae,7
991,metal,4
1253,folk,2
139,soul and reggae,7
8470,soul and reggae,7
3332,classic pop and rock,0
2347,metal,4
2660,folk,2
1620,pop,5
8300,folk,2
1290,classic pop and rock,0
5424,metal,4
3196,punk,6
7122,metal,4
5697,punk,6
7,metal,4
173,dance and electronica,1
2116,folk,2
412,metal,4
5535,folk,2
8146,folk,2
5904,jazz and blues,3
3595,folk,2
7316,punk,6
5784,classic pop and rock,0
6199,metal,4
2600,soul and reggae,7
2106,soul and reggae,7
4077,pop,5
6622,classic pop and rock,0
6024,classic pop and rock,0
1100,jazz and blues,3
3581,pop,5
1406,metal,4
1133,folk,2
6871,dance and electronica,1
1486,classic pop and rock,0
4977,dance and electronica,1
2548,dance and electronica,1
3803,classic pop and rock,0
6631,pop,5
7964,metal,4
1915,folk,2
3197,soul and reggae,7
2138,metal,4
8538,classic pop and rock,0
2979,pop,5
6543,metal,4
1177,classic pop and rock,0
1421,dance and electronica,1
2830,classic pop and rock,0
2292,punk,6
4579,soul and reggae,7
6574,metal,4
7662,punk,6
4142,dance and electronica,1
6372,pop,5
2631,punk,6
697,classic pop and rock,0
2332,metal,4
4618,classic pop and rock,0
6077,folk,2
1256,metal,4
8152,metal,4
4139,soul and reggae,7
721,folk,2
728,pop,5
5471,folk,2
5494,punk,6
6356,soul and reggae,7
8456,metal,4
281,folk,2
1567,folk,2
7567,classic pop and rock,0
8356,folk,2
3995,punk,6
6426,classic pop and rock,0
3114,jazz and blues,3
6420,soul and reggae,7
3629,punk,6
6075,punk,6
7908,classic pop and rock,0
340,soul and reggae,7
6468,classic pop and rock,0
7194,classic pop and rock,0
6443,folk,2
8163,metal,4
5835,metal,4
3665,punk,6
3690,punk,6
4969,pop,5
6749,pop,5
1140,classic pop and rock,0
5623,pop,5
6191,soul and reggae,7
358,folk,2
1221,punk,6
4542,classic pop and rock,0
1505,punk,6
7731,classic pop and rock,0
6351,metal,4
6782,folk,2
4483,metal,4
8093,classic pop and rock,0
1319,folk,2
5529,folk,2
3610,classic pop and rock,0
6972,soul and reggae,7
1004,classic pop and rock,0
5241,pop,5
288,classic pop and rock,0
699,soul and reggae,7
6022,metal,4
5383,metal,4
6714,metal,4
161,classic pop and rock,0
1875,dance and electronica,1
4470,metal,4
514,dance and electronica,1
4049,folk,2
1838,soul and reggae,7
6699,pop,5
89,pop,5
385,folk,2
4319,metal,4
2288,soul and reggae,7
7581,classic pop and rock,0
4731,soul and reggae,7
405,folk,2
4366,dance and electronica,1
2265,pop,5
920,jazz and blues,3
3395,punk,6
7991,pop,5
3600,folk,2
901,pop,5
229,jazz and blues,3
5289,metal,4
6987,metal,4
5163,punk,6
2555,dance and electronica,1
6827,metal,4
5381,folk,2
376,classic pop and rock,0
4340,soul and reggae,7
5227,folk,2
2374,folk,2
3158,metal,4
6774,punk,6
7271,punk,6
1931,metal,4
3719,metal,4
3148,soul and reggae,7
3355,metal,4
3584,classic pop and rock,0
4905,classic pop and rock,0
3007,jazz and blues,3
5827,folk,2
6274,folk,2
6877,dance and electronica,1
914,classic pop and rock,0
4586,punk,6
4626,classic pop and rock,0
7223,punk,6
7329,soul and reggae,7
4800,folk,2
2661,metal,4
2057,soul and reggae,7
1953,metal,4
7871,punk,6
1212,jazz and blues,3
6286,soul and reggae,7
411,metal,4
5080,folk,2
273,punk,6
3252,metal,4
2964,punk,6
2828,folk,2
4108,soul and reggae,7
2405,dance and electronica,1
6627,jazz and blues,3
4178,soul and reggae,7
3205,classic pop and rock,0
2947,metal,4
1483,classic pop and rock,0
7921,classic pop and rock,0
3633,punk,6
3301,punk,6
6087,classic pop and rock,0
3126,soul and reggae,7
2875,classic pop and rock,0
